tag,to,from,weight
3841-13540fg,3811-6043400-13540fg,3811-6080286-6080286,151
3841-13540fg,3811-6080286-6080286,3811-5012081-13540fg,778
3841-13540fg,3811-9479-9479,Terminal_3811-9479-9479_Terminal,2
3841-13540fg,3811-9570-9570,Terminal_3811-9570-9570_Terminal,759
3841-13540fg,3841-6043398-13540fg,3811-6043398-13540fg,630
3841-13540fg,3841-6043400-13540fg,3811-6043400-13540fg,159
3841-1360fg,3803-12028-12028,Terminal_3803-12028-12028_Terminal,105
3841-1360fg,3803-3374-3374,Terminal_3803-3374-3374_Terminal,10
3841-1360fg,3841-12028-12028,3803-12028-12028,105
3841-1360fg,3841-3374-3374,3803-3374-3374,10
3841-1360fg,3841-3374-3374,Terminal_3841-3374-3374_Terminal,44
3841-1360fg,3841-5001358-1360fg,3841-12028-12028,105
3841-1360fg,3841-5001358-1360fg,3841-3374-3374,54
3841-1360fg,3841-5001358-1360fg,3841-5947-5947,538
3841-1360fg,3841-5947-5947,Terminal_3841-5947-5947_Terminal,538
3841-1360fg,3841-6038870-1360fg,3841-5001358-1360fg,657
3841-1360fg,3841-6038874-1360fg,3841-5001358-1360fg,40
3841-13752fg,3841-6103999-13752fg,Terminal_3841-6103999-13752fg_Terminal,159
3841-13754fg,3841-1668-1668,Terminal_3841-1668-1668_Terminal,535
3841-13754fg,3841-2502-2502,Terminal_3841-2502-2502_Terminal,1017
3841-13754fg,3841-5012285-13754fg,3841-1668-1668,535
3841-13754fg,3841-5012285-13754fg,3841-2502-2502,1017
3841-13754fg,3841-6110509-13754fg,3841-5012285-13754fg,1552
3841-1378fg,3811-26491-26491,Terminal_3811-26491-26491_Terminal,9
3841-1378fg,3811-26492-26492,3811-6115816-6115816,80
3841-1378fg,3811-2937-2937,Terminal_3811-2937-2937_Terminal,5561
3841-1378fg,3811-5026817-5026817,3811-26491-26491,9
3841-1378fg,3811-5026817-5026817,3811-9570-9570,71
3841-1378fg,3811-6115816-6115816,3811-5026817-5026817,80
3841-1378fg,3811-9570-9570,Terminal_3811-9570-9570_Terminal,71
3841-1378fg,3841-1965-1965,Terminal_3841-1965-1965_Terminal,2359
3841-1378fg,3841-26492-26492,3811-26492-26492,80
3841-1378fg,3841-2937-2937,3811-2937-2937,5561
3841-1378fg,3841-5001375-1378fg,3841-1965-1965,2359
3841-1378fg,3841-5001375-1378fg,3841-26492-26492,80
3841-1378fg,3841-5001375-1378fg,3841-2937-2937,5561
3841-1378fg,3841-6038890-1378fg,3841-5001375-1378fg,8000
3841-13810fg,3803-13475-13475,Terminal_3803-13475-13475_Terminal,49
3841-13810fg,3811-1653-1653,Terminal_3811-1653-1653_Terminal,59
3841-13810fg,3811-5008536-9506fg,3811-1653-1653,59
3841-13810fg,3811-5008536-9506fg,3811-9527-9527,82
3841-13810fg,3811-6082096-6082096,3811-5008536-9506fg,141
3841-13810fg,3811-9506-9506,3811-6082096-6082096,141
3841-13810fg,3811-9527-9527,Terminal_3811-9527-9527_Terminal,82
3841-13810fg,3835-1966-1966,Terminal_3835-1966-1966_Terminal,3
3841-13810fg,3835-2502-2502,Terminal_3835-2502-2502_Terminal,3
3841-13810fg,3835-5001670-5001670,3835-1966-1966,3
3841-13810fg,3835-5001670-5001670,3835-2502-2502,3
3841-13810fg,3835-5001670-5001670,3835-5947-5947,7
3841-13810fg,3835-5947-5947,Terminal_3835-5947-5947_Terminal,7
3841-13810fg,3835-6077616-6077616,3835-5001670-5001670,13
3841-13810fg,3841-13475-13475,3803-13475-13475,49
3841-13810fg,3841-13475-13475,Terminal_3841-13475-13475_Terminal,14
3841-13810fg,3841-1688-1688,3841-6077616-6077616,13
3841-13810fg,3841-1690-1690,3853-1690-1690,4
3841-13810fg,3841-3478-3478,Terminal_3841-3478-3478_Terminal,1
3841-13810fg,3841-5012337-13810fg,3841-13475-13475,63
3841-13810fg,3841-5012337-13810fg,3841-1688-1688,13
3841-13810fg,3841-5012337-13810fg,3841-1690-1690,4
3841-13810fg,3841-5012337-13810fg,3841-3478-3478,1
3841-13810fg,3841-5012337-13810fg,3841-5947-5947,681
3841-13810fg,3841-5012337-13810fg,3841-9506-9506,141
3841-13810fg,3841-5947-5947,Terminal_3841-5947-5947_Terminal,681
3841-13810fg,3841-6077616-6077616,3835-6077616-6077616,13
3841-13810fg,3841-6102688-13810fg,3841-5012337-13810fg,903
3841-13810fg,3841-9506-9506,3811-9506-9506,141
3841-13810fg,3853-1690-1690,Terminal_3853-1690-1690_Terminal,4
3841-13811fg,3803-3374-3374,Terminal_3803-3374-3374_Terminal,222
3841-13811fg,3811-1653-1653,Terminal_3811-1653-1653_Terminal,737
3841-13811fg,3811-2524-2524,Terminal_3811-2524-2524_Terminal,58
3841-13811fg,3811-5008536-9506fg,3811-1653-1653,737
3841-13811fg,3811-5008536-9506fg,3811-9527-9527,1033
3841-13811fg,3811-6008687-6008687,3811-2524-2524,58
3841-13811fg,3811-6082096-6082096,3811-5008536-9506fg,1770
3841-13811fg,3811-9506-9506,3811-6082096-6082096,1770
3841-13811fg,3811-9527-9527,Terminal_3811-9527-9527_Terminal,1033
3841-13811fg,3835-1966-1966,Terminal_3835-1966-1966_Terminal,40
3841-13811fg,3835-2502-2502,Terminal_3835-2502-2502_Terminal,36
3841-13811fg,3835-5001670-5001670,3835-1966-1966,40
3841-13811fg,3835-5001670-5001670,3835-2502-2502,36
3841-13811fg,3835-5001670-5001670,3835-5947-5947,97
3841-13811fg,3835-5947-5947,Terminal_3835-5947-5947_Terminal,97
3841-13811fg,3835-6077616-6077616,3835-5001670-5001670,173
3841-13811fg,3841-1688-1688,3841-6077616-6077616,173
3841-13811fg,3841-2524-2524,3841-6008687-6008687,58
3841-13811fg,3841-2524-2524,Terminal_3841-2524-2524_Terminal,6
3841-13811fg,3841-3374-3374,3803-3374-3374,222
3841-13811fg,3841-3374-3374,Terminal_3841-3374-3374_Terminal,916
3841-13811fg,3841-5012338-13811fg,3841-1688-1688,173
3841-13811fg,3841-5012338-13811fg,3841-2524-2524,64
3841-13811fg,3841-5012338-13811fg,3841-3374-3374,1138
3841-13811fg,3841-5012338-13811fg,3841-9506-9506,1770
3841-13811fg,3841-5012338-13811fg,3841-9527-9527,8202
3841-13811fg,3841-6008687-6008687,3811-6008687-6008687,58
3841-13811fg,3841-6043542-13811fg,3841-5012338-13811fg,1533
3841-13811fg,3841-6043546-13811fg,3841-5012338-13811fg,1018
3841-13811fg,3841-6043547-13811fg,3841-5012338-13811fg,7719
3841-13811fg,3841-6077616-6077616,3835-6077616-6077616,173
3841-13811fg,3841-6104331-13811fg,3841-5012338-13811fg,1077
3841-13811fg,3841-9506-9506,3811-9506-9506,1770
3841-13811fg,3841-9527-9527,Terminal_3841-9527-9527_Terminal,8202
3841-13819fg,3803-15932-15932,Terminal_3803-15932-15932_Terminal,3411
3841-13819fg,3841-15932-15932,3803-15932-15932,3411
3841-13819fg,3841-2502-2502,Terminal_3841-2502-2502_Terminal,857
3841-13819fg,3841-5012346-13819fg,3841-15932-15932,3411
3841-13819fg,3841-5012346-13819fg,3841-2502-2502,857
3841-13819fg,3841-5012346-13819fg,3841-9479-9479,32
3841-13819fg,3841-5012346-13819fg,3841-9570-9570,2429
3841-13819fg,3841-6043551-13819fg,3841-5012346-13819fg,484
3841-13819fg,3841-6043556-13819fg,3841-5012346-13819fg,6245
3841-13819fg,3841-9479-9479,Terminal_3841-9479-9479_Terminal,32
3841-13819fg,3841-9570-9570,Terminal_3841-9570-9570_Terminal,2429
3841-14276fg,3803-8629-8629,3811-8629-8629,13
3841-14276fg,3803-8629-8629,Terminal_3803-8629-8629_Terminal,65
3841-14276fg,3803-9000-9000,Terminal_3803-9000-9000_Terminal,7
3841-14276fg,3803-9432-9432,Terminal_3803-9432-9432_Terminal,20
3841-14276fg,3811-2354-2354,Terminal_3811-2354-2354_Terminal,5
3841-14276fg,3811-8629-8629,Terminal_3811-8629-8629_Terminal,13
3841-14276fg,3811-9000-9000,Terminal_3811-9000-9000_Terminal,3
3841-14276fg,3811-9432-9432,Terminal_3811-9432-9432_Terminal,3
3841-14276fg,3835-15808-15808,Terminal_3835-15808-15808_Terminal,2
3841-14276fg,3835-5002828-5002828,3835-15808-15808,2
3841-14276fg,3835-5002828-5002828,3835-5947-5947,20
3841-14276fg,3835-5002828-5002828,3835-6-6,23
3841-14276fg,3835-5002828-5002828,3835-6762-6762,30
3841-14276fg,3835-5002828-5002828,3835-9247-9247,2
3841-14276fg,3835-5002828-5002828,3835-9510-9510,1
3841-14276fg,3835-5947-5947,Terminal_3835-5947-5947_Terminal,20
3841-14276fg,3835-6-6,Terminal_3835-6-6_Terminal,23
3841-14276fg,3835-6077633-6077633,3835-5002828-5002828,78
3841-14276fg,3835-6762-6762,Terminal_3835-6762-6762_Terminal,30
3841-14276fg,3835-9247-9247,Terminal_3835-9247-9247_Terminal,2
3841-14276fg,3835-9510-9510,Terminal_3835-9510-9510_Terminal,1
3841-14276fg,3841-1661-1661,Terminal_3841-1661-1661_Terminal,133
3841-14276fg,3841-2354-2354,3811-2354-2354,5
3841-14276fg,3841-2354-2354,Terminal_3841-2354-2354_Terminal,30
3841-14276fg,3841-2502-2502,Terminal_3841-2502-2502_Terminal,78
3841-14276fg,3841-2902-2902,3841-6077633-6077633,78
3841-14276fg,3841-5012781-14276fg,3841-1661-1661,133
3841-14276fg,3841-5012781-14276fg,3841-2354-2354,35
3841-14276fg,3841-5012781-14276fg,3841-2502-2502,78
3841-14276fg,3841-5012781-14276fg,3841-2902-2902,78
3841-14276fg,3841-5012781-14276fg,3841-8629-8629,78
3841-14276fg,3841-5012781-14276fg,3841-9000-9000,10
3841-14276fg,3841-5012781-14276fg,3841-9001-9001,6
3841-14276fg,3841-5012781-14276fg,3841-9432-9432,23
3841-14276fg,3841-5012781-14276fg,3841-9527-9527,701
3841-14276fg,3841-6043643-14276fg,3841-5012781-14276fg,1142
3841-14276fg,3841-6077633-6077633,3835-6077633-6077633,78
3841-14276fg,3841-8629-8629,3803-8629-8629,78
3841-14276fg,3841-9000-9000,3803-9000-9000,7
3841-14276fg,3841-9000-9000,3811-9000-9000,3
3841-14276fg,3841-9001-9001,Terminal_3841-9001-9001_Terminal,6
3841-14276fg,3841-9432-9432,3803-9432-9432,20
3841-14276fg,3841-9432-9432,3811-9432-9432,3
3841-14276fg,3841-9527-9527,Terminal_3841-9527-9527_Terminal,701
3841-14278fg,3811-1661-1661,3811-5001645-1661fg,12
3841-14278fg,3811-16930-16930,Terminal_3811-16930-16930_Terminal,4
3841-14278fg,3811-1894-1894,Terminal_3811-1894-1894_Terminal,4
3841-14278fg,3811-31569-31569,Terminal_3811-31569-31569_Terminal,8
3841-14278fg,3811-5001645-1661fg,3811-31569-31569,8
3841-14278fg,3811-5001645-1661fg,3811-5947-5947,4
3841-14278fg,3811-5012783-14278fg,3811-1661-1661,12
3841-14278fg,3811-5012783-14278fg,3811-16930-16930,4
3841-14278fg,3811-5012783-14278fg,3811-1894-1894,4
3841-14278fg,3811-5012783-14278fg,3811-9570-9570,56
3841-14278fg,3811-5947-5947,Terminal_3811-5947-5947_Terminal,4
3841-14278fg,3811-6027651-6027651,3811-5012783-14278fg,76
3841-14278fg,3811-6043652-14278fg,3811-6027651-6027651,68
3841-14278fg,3811-6043652-14278fg,3882-6043652-14278fg,8
3841-14278fg,3811-9570-9570,Terminal_3811-9570-9570_Terminal,56
3841-14278fg,3841-6043652-14278fg,3811-6043652-14278fg,80
3841-14278fg,3882-6043652-14278fg,3811-6027651-6027651,8
3841-14409fg,3803-2003-2003,Terminal_3803-2003-2003_Terminal,306
3841-14409fg,3803-3374-3374,Terminal_3803-3374-3374_Terminal,52
3841-14409fg,3803-3411-3411,Terminal_3803-3411-3411_Terminal,301
3841-14409fg,3841-1697-1697,Terminal_3841-1697-1697_Terminal,1263
3841-14409fg,3841-2003-2003,3803-2003-2003,306
3841-14409fg,3841-3374-3374,3803-3374-3374,52
3841-14409fg,3841-3374-3374,Terminal_3841-3374-3374_Terminal,189
3841-14409fg,3841-3411-3411,3803-3411-3411,301
3841-14409fg,3841-5012906-14409fg,3841-1697-1697,1263
3841-14409fg,3841-5012906-14409fg,3841-2003-2003,306
3841-14409fg,3841-5012906-14409fg,3841-3374-3374,241
3841-14409fg,3841-5012906-14409fg,3841-3411-3411,301
3841-14409fg,3841-5012906-14409fg,3841-5947-5947,3562
3841-14409fg,3841-5012906-14409fg,3841-9185-9185,280
3841-14409fg,3841-5947-5947,Terminal_3841-5947-5947_Terminal,3562
3841-14409fg,3841-6043703-14409fg,3841-5012906-14409fg,3300
3841-14409fg,3841-6043707-14409fg,3841-6043708-14409fg,310
3841-14409fg,3841-6043708-14409fg,3841-5012906-14409fg,2653
3841-14409fg,3841-9185-9185,3857-9185-9185,280
3841-14409fg,3857-9185-9185,Terminal_3857-9185-9185_Terminal,280
3841-14410fg,3811-1697-1697,Terminal_3811-1697-1697_Terminal,30
3841-14410fg,3811-2003-2003,Terminal_3811-2003-2003_Terminal,15
3841-14410fg,3811-3374-3374,Terminal_3811-3374-3374_Terminal,31
3841-14410fg,3811-5012907-14410fg,3811-1697-1697,30
3841-14410fg,3811-5012907-14410fg,3811-2003-2003,15
3841-14410fg,3811-5012907-14410fg,3811-3374-3374,31
3841-14410fg,3811-5012907-14410fg,3811-5947-5947,21
3841-14410fg,3811-5012907-14410fg,3811-9185-9185,10
3841-14410fg,3811-5947-5947,Terminal_3811-5947-5947_Terminal,21
3841-14410fg,3811-6043715-14410fg,3811-5012907-14410fg,107
3841-14410fg,3811-9185-9185,Terminal_3811-9185-9185_Terminal,10
3841-14410fg,3841-6043715-14410fg,3811-6043715-14410fg,113
3841-14962fg,3811-10203-10203,Terminal_3811-10203-10203_Terminal,332
3841-14962fg,3841-10203-10203,3811-10203-10203,332
3841-14962fg,3841-5013445-14962fg,3841-10203-10203,332
3841-14962fg,3841-5013445-14962fg,3841-5947-5947,359
3841-14962fg,3841-5947-5947,Terminal_3841-5947-5947_Terminal,359
3841-14962fg,3841-6078471-14962fg,3841-5013445-14962fg,691
3841-1506fg,3841-1506-1506,Terminal_3841-1506-1506_Terminal,49100
3841-1506fg,3841-5001501-1506fg,3841-1506-1506,49100
3841-15467fg,3803-2003-2003,Terminal_3803-2003-2003_Terminal,1952
3841-15467fg,3803-3374-3374,Terminal_3803-3374-3374_Terminal,138
3841-15467fg,3841-1697-1697,Terminal_3841-1697-1697_Terminal,3499
3841-15467fg,3841-2003-2003,3803-2003-2003,1952
3841-15467fg,3841-3374-3374,3803-3374-3374,138
3841-15467fg,3841-3374-3374,Terminal_3841-3374-3374_Terminal,552
3841-15467fg,3841-5013942-15467fg,3841-1697-1697,3499
3841-15467fg,3841-5013942-15467fg,3841-2003-2003,1952
3841-15467fg,3841-5013942-15467fg,3841-3374-3374,690
3841-15467fg,3841-5013942-15467fg,3841-5947-5947,9211
3841-15467fg,3841-5947-5947,Terminal_3841-5947-5947_Terminal,9211
3841-15467fg,3841-6043748-15467fg,3841-5013942-15467fg,788
3841-15467fg,3841-6043751-15467fg,3841-5013942-15467fg,277
3841-15467fg,3841-6043752-15467fg,3841-5013942-15467fg,5190
3841-15652fg,3841-6043847-15652fg,Terminal_3841-6043847-15652fg_Terminal,2560
3841-15652fg,3841-6043849-15652fg,Terminal_3841-6043849-15652fg_Terminal,3072
3841-1576fg,3841-6039012-1576fg,Terminal_3841-6039012-1576fg_Terminal,475
3841-15808fg,3841-2502-2502,Terminal_3841-2502-2502_Terminal,8243
3841-15808fg,3841-5014268-15808fg,3841-2502-2502,8243
3841-15808fg,3841-5014268-15808fg,3841-9527-9527,8223
3841-15808fg,3841-6044038-15808fg,3841-5014268-15808fg,4389
3841-15808fg,3841-6044041-15808fg,3841-5014268-15808fg,4405
3841-15808fg,3841-6044042-15808fg,3841-5014268-15808fg,7672
3841-15808fg,3841-6044042-15808fg,3882-6044042-15808fg,1096
3841-15808fg,3841-9527-9527,Terminal_3841-9527-9527_Terminal,8223
3841-15808fg,3882-6044042-15808fg,Terminal_3882-6044042-15808fg_Terminal,1096
3841-15820fg,3811-1653-1653,Terminal_3811-1653-1653_Terminal,124
3841-15820fg,3811-5008536-9506fg,3811-1653-1653,124
3841-15820fg,3811-5008536-9506fg,3811-9527-9527,172
3841-15820fg,3811-6082096-6082096,3811-5008536-9506fg,296
3841-15820fg,3811-9506-9506,3811-6082096-6082096,296
3841-15820fg,3811-9527-9527,Terminal_3811-9527-9527_Terminal,172
3841-15820fg,3841-2502-2502,Terminal_3841-2502-2502_Terminal,116
3841-15820fg,3841-5014277-15820fg,3841-2502-2502,116
3841-15820fg,3841-5014277-15820fg,3841-9506-9506,296
3841-15820fg,3841-5014277-15820fg,3841-9527-9527,560
3841-15820fg,3841-6044048-15820fg,3841-5014277-15820fg,972
3841-15820fg,3841-6044050-15820fg,Terminal_3841-6044050-15820fg_Terminal,48
3841-15820fg,3841-9506-9506,3811-9506-9506,296
3841-15820fg,3841-9527-9527,Terminal_3841-9527-9527_Terminal,560
3841-15824fg,3803-2003-2003,Terminal_3803-2003-2003_Terminal,77
3841-15824fg,3811-1653-1653,Terminal_3811-1653-1653_Terminal,162
3841-15824fg,3811-5008536-9506fg,3811-1653-1653,162
3841-15824fg,3811-5008536-9506fg,3811-9527-9527,228
3841-15824fg,3811-6082096-6082096,3811-5008536-9506fg,390
3841-15824fg,3811-9506-9506,3811-6082096-6082096,390
3841-15824fg,3811-9527-9527,Terminal_3811-9527-9527_Terminal,228
3841-15824fg,3835-1966-1966,Terminal_3835-1966-1966_Terminal,11
3841-15824fg,3835-2502-2502,Terminal_3835-2502-2502_Terminal,10
3841-15824fg,3835-5001670-5001670,3835-1966-1966,11
3841-15824fg,3835-5001670-5001670,3835-2502-2502,10
3841-15824fg,3835-5001670-5001670,3835-5947-5947,27
3841-15824fg,3835-5947-5947,Terminal_3835-5947-5947_Terminal,27
3841-15824fg,3835-6077616-6077616,3835-5001670-5001670,48
3841-15824fg,3841-1688-1688,3841-6077616-6077616,48
3841-15824fg,3841-2003-2003,3803-2003-2003,77
3841-15824fg,3841-2369-2369,Terminal_3841-2369-2369_Terminal,54
3841-15824fg,3841-2502-2502,Terminal_3841-2502-2502_Terminal,236
3841-15824fg,3841-5014281-15824fg,3841-1688-1688,48
3841-15824fg,3841-5014281-15824fg,3841-2003-2003,77
3841-15824fg,3841-5014281-15824fg,3841-2369-2369,54
3841-15824fg,3841-5014281-15824fg,3841-2502-2502,236
3841-15824fg,3841-5014281-15824fg,3841-9506-9506,390
3841-15824fg,3841-5014281-15824fg,3841-9527-9527,3093
3841-15824fg,3841-6044060-15824fg,3841-5014281-15824fg,2883
3841-15824fg,3841-6044062-15824fg,3841-5014281-15824fg,1015
3841-15824fg,3841-6077616-6077616,3835-6077616-6077616,48
3841-15824fg,3841-9506-9506,3811-9506-9506,390
3841-15824fg,3841-9527-9527,Terminal_3841-9527-9527_Terminal,3093
3841-15826fg,3811-1653-1653,Terminal_3811-1653-1653_Terminal,105
3841-15826fg,3811-5008536-9506fg,3811-1653-1653,105
3841-15826fg,3811-5008536-9506fg,3811-9527-9527,147
3841-15826fg,3811-6082096-6082096,3811-5008536-9506fg,252
3841-15826fg,3811-9506-9506,3811-6082096-6082096,252
3841-15826fg,3811-9527-9527,Terminal_3811-9527-9527_Terminal,147
3841-15826fg,3835-1966-1966,Terminal_3835-1966-1966_Terminal,3
3841-15826fg,3835-2502-2502,Terminal_3835-2502-2502_Terminal,3
3841-15826fg,3835-5001670-5001670,3835-1966-1966,3
3841-15826fg,3835-5001670-5001670,3835-2502-2502,3
3841-15826fg,3835-5001670-5001670,3835-5947-5947,11
3841-15826fg,3835-5947-5947,Terminal_3835-5947-5947_Terminal,11
3841-15826fg,3835-6077616-6077616,3835-5001670-5001670,17
3841-15826fg,3841-1688-1688,3841-6077616-6077616,17
3841-15826fg,3841-2369-2369,Terminal_3841-2369-2369_Terminal,47
3841-15826fg,3841-2502-2502,Terminal_3841-2502-2502_Terminal,147
3841-15826fg,3841-5014283-15826fg,3841-1688-1688,17
3841-15826fg,3841-5014283-15826fg,3841-2369-2369,47
3841-15826fg,3841-5014283-15826fg,3841-2502-2502,147
3841-15826fg,3841-5014283-15826fg,3841-9506-9506,252
3841-15826fg,3841-5014283-15826fg,3841-9527-9527,2003
3841-15826fg,3841-6044071-15826fg,3841-5014283-15826fg,1951
3841-15826fg,3841-6044073-15826fg,3841-5014283-15826fg,515
3841-15826fg,3841-6077616-6077616,3835-6077616-6077616,17
3841-15826fg,3841-9506-9506,3811-9506-9506,252
3841-15826fg,3841-9527-9527,Terminal_3841-9527-9527_Terminal,2003
3841-15829fg,3803-2003-2003,Terminal_3803-2003-2003_Terminal,11
3841-15829fg,3811-2354-2354,Terminal_3811-2354-2354_Terminal,10
3841-15829fg,3835-1966-1966,Terminal_3835-1966-1966_Terminal,3
3841-15829fg,3835-2502-2502,Terminal_3835-2502-2502_Terminal,3
3841-15829fg,3835-5001670-5001670,3835-1966-1966,3
3841-15829fg,3835-5001670-5001670,3835-2502-2502,3
3841-15829fg,3835-5001670-5001670,3835-5947-5947,11
3841-15829fg,3835-5947-5947,Terminal_3835-5947-5947_Terminal,11
3841-15829fg,3835-6077616-6077616,3835-5001670-5001670,17
3841-15829fg,3841-1362-1362,Terminal_3841-1362-1362_Terminal,3
3841-15829fg,3841-1688-1688,3841-6077616-6077616,17
3841-15829fg,3841-2003-2003,3803-2003-2003,11
3841-15829fg,3841-2354-2354,3811-2354-2354,10
3841-15829fg,3841-2354-2354,Terminal_3841-2354-2354_Terminal,53
3841-15829fg,3841-2502-2502,Terminal_3841-2502-2502_Terminal,48
3841-15829fg,3841-3031-3031,Terminal_3841-3031-3031_Terminal,17
3841-15829fg,3841-5014286-15829fg,3841-1362-1362,3
3841-15829fg,3841-5014286-15829fg,3841-1688-1688,17
3841-15829fg,3841-5014286-15829fg,3841-2003-2003,11
3841-15829fg,3841-5014286-15829fg,3841-2354-2354,63
3841-15829fg,3841-5014286-15829fg,3841-2502-2502,48
3841-15829fg,3841-5014286-15829fg,3841-3031-3031,17
3841-15829fg,3841-5014286-15829fg,3841-9570-9570,634
3841-15829fg,3841-6044076-15829fg,3841-5014286-15829fg,468
3841-15829fg,3841-6044079-15829fg,3841-5014286-15829fg,325
3841-15829fg,3841-6077616-6077616,3835-6077616-6077616,17
3841-15829fg,3841-9570-9570,Terminal_3841-9570-9570_Terminal,634
3841-15847fg,3811-2354-2354,Terminal_3811-2354-2354_Terminal,11027
3841-15847fg,3841-1506-1506,Terminal_3841-1506-1506_Terminal,568183
3841-15847fg,3841-1661-1661,Terminal_3841-1661-1661_Terminal,6385
3841-15847fg,3841-2354-2354,3811-2354-2354,11027
3841-15847fg,3841-2354-2354,Terminal_3841-2354-2354_Terminal,56459
3841-15847fg,3841-5014303-15847fg,3841-1506-1506,568183
3841-15847fg,3841-5014303-15847fg,3841-1661-1661,6385
3841-15847fg,3841-5014303-15847fg,3841-2354-2354,67486
3841-15847fg,3841-5014303-15847fg,3841-9527-9527,89209
3841-15847fg,3841-5014303-15847fg,3841-9911-9911,1755
3841-15847fg,3841-6044122-15847fg,3841-5014303-15847fg,7802
3841-15847fg,3841-6044126-15847fg,3841-5014303-15847fg,19201
3841-15847fg,3841-6098785-15847fg,3841-5014303-15847fg,9625
3841-15847fg,3841-9527-9527,Terminal_3841-9527-9527_Terminal,89209
3841-15847fg,3841-9911-9911,Terminal_3841-9911-9911_Terminal,1755
3841-15870fg,3811-1653-1653,Terminal_3811-1653-1653_Terminal,408
3841-15870fg,3811-5008536-9506fg,3811-1653-1653,408
3841-15870fg,3811-5008536-9506fg,3811-9527-9527,586
3841-15870fg,3811-6082096-6082096,3811-5008536-9506fg,994
3841-15870fg,3811-9506-9506,3811-6082096-6082096,994
